#species id	cell-line names	
species:ncbi:10090	CRE BAG2 cellline|CRE BAG2 celllines|CRE BAG2 cell|CRE BAG2 cell-lines|CRE BAG2 cell-line|CRE BAG2 cells
species:ncbi:10090	CAT-13.0B10 cell|CAT-13.0B10 cell-lines|CAT-13.0B10 cellline|CAT-13.0B10 celllines|CAT-13.0B10 cells|CAT-13.0B10 cell-line
species:ncbi:9606	DG 1 cellline|DG 1 celllines|DG 1 cell-lines|DG 1 cell|DG 1 cell-line|DG 1 cells
species:ncbi:10090	32D cell-line|32D cellline|32D celllines|32D cells|32D cell-lines|32D cell
species:ncbi:9606	AR84S cell-lines|AR84S cellline|AR84S cell-line|AR84S celllines|AR84S cells|AR84S cell
species:ncbi:9606	DS 92 cellline|DS 92 cells|DS 92 cell-lines|DS 92 cell|DS 92 celllines|DS 92 cell-line
species:ncbi:9606	IGF081/76 cell-line|IGF081/76 cellline|IGF081/76 celllines|IGF081/76 cell|IGF081/76 cell-lines|IGF081/76 cells
species:ncbi:9606	F-P96 cell|F-P96 cell-line|F-P96 cell-lines|F-P96 cellline|F-P96 celllines|F-P96 cells
species:ncbi:9606	BL-41 cellline|BL-41 cell-lines|BL-41 cells|BL-41 cell-line|BL-41 celllines|BL-41 cell
species:ncbi:9606	IGL005/95 celllines|IGL005/95 cell-lines|IGL005/95 cell-line|IGL005/95 cell|IGL005/95 cellline|IGL005/95 cells
species:ncbi:9606	IGF053/89 cell|IGF053/89 celllines|IGF053/89 cells|IGF053/89 cell-lines|IGF053/89 cellline|IGF053/89 cell-line
species:ncbi:9606	IGF017/00 cells|IGF017/00 cellline|IGF017/00 cell-line|IGF017/00 cell-lines|IGF017/00 cell|IGF017/00 celllines
species:ncbi:9606	IGF036/00 cell-line|IGF036/00 cell-lines|IGF036/00 cellline|IGF036/00 cell|IGF036/00 celllines|IGF036/00 cells
species:ncbi:9606	MP 14 cellline|MP 14 cell-line|MP 14 cell|MP 14 celllines|MP 14 cell-lines|MP 14 cells
species:ncbi:9606	NB-4 cell-lines|NB-4 cell|NB-4 cellline|NB-4 cells|NB-4 celllines|NB-4 cell-line
species:ncbi:9606	IGF009/77 cellline|IGF009/77 cells|IGF009/77 cell-lines|IGF009/77 cell|IGF009/77 cell-line|IGF009/77 celllines
species:ncbi:9606	Z85 cell|Z85 cell-line|Z85 cells|Z85 celllines|Z85 cellline|Z85 cell-lines
species:ncbi:9606	FH 99 cell-lines|FH 99 cellline|FH 99 celllines|FH 99 cell-line|FH 99 cells|FH 99 cell
species:ncbi:10090	BL2-8G-E6 celllines|BL2-8G-E6 cell-line|BL2-8G-E6 cellline|BL2-8G-E6 cell|BL2-8G-E6 cell-lines|BL2-8G-E6 cells
species:ncbi:10116	AR4IP cellline|AR4IP cells|AR4IP cell-line|AR4IP cell-lines|AR4IP cell|AR4IP celllines
species:ncbi:9606	T-P92 cellline|T-P92 celllines|T-P92 cell-lines|T-P92 cell-line|T-P92 cells|T-P92 cell
species:ncbi:10090	Mc Coy cell-line|Mc Coy cellline|Mc Coy cells|Mc Coy celllines|Mc Coy cell-lines|Mc Coy cell
species:ncbi:10090	F2 cellline|F2 cells|F2 cell|F2 celllines|F2 cell-line|F2 cell-lines
species:ncbi:9606	KHOS-321H cell-line|KHOS-321H celllines|KHOS-321H cellline|KHOS-321H cell-lines|KHOS-321H cell|KHOS-321H cells
species:ncbi:9606	IGF090/92 celllines|IGF090/92 cellline|IGF090/92 cell-line|IGF090/92 cells|IGF090/92 cell|IGF090/92 cell-lines
species:ncbi:9606	IGF081/82 cell|IGF081/82 cellline|IGF081/82 celllines|IGF081/82 cell-lines|IGF081/82 cell-line|IGF081/82 cells
species:ncbi:9606	F-P95 celllines|F-P95 cell-lines|F-P95 cell|F-P95 cellline|F-P95 cells|F-P95 cell-line
species:ncbi:9606	IGL005/91 celllines|IGL005/91 cells|IGL005/91 cell-lines|IGL005/91 cell-line|IGL005/91 cell|IGL005/91 cellline
species:ncbi:9685	S+L-CAT2 cell|S+L-CAT2 cell-lines|S+L-CAT2 celllines|S+L-CAT2 cellline|S+L-CAT2 cell-line|S+L-CAT2 cells
species:ncbi:9606	OAW28 cell-lines|OAW28 celllines|OAW28 cell-line|OAW28 cells|OAW28 cell|OAW28 cellline
species:ncbi:9606	IGF017/01 cell-line|IGF017/01 cells|IGF017/01 celllines|IGF017/01 cellline|IGF017/01 cell|IGF017/01 cell-lines
species:ncbi:9606	MD94SIL2 cellline|MD94SIL2 cell|MD94SIL2 cells|MD94SIL2 cell-lines|MD94SIL2 celllines|MD94SIL2 cell-line
species:ncbi:9606	IGF035/99 cell|IGF035/99 cell-lines|IGF035/99 cell-line|IGF035/99 cellline|IGF035/99 cells|IGF035/99 celllines
species:ncbi:10090	M5076 cellline|M5076 cell-line|M5076 cell-lines|M5076 cells|M5076 celllines|M5076 cell
species:ncbi:9685	CRFK (BVD Ag negative) cell-lines|CRFK (BVD Ag negative) celllines|CRFK (BVD Ag negative) cellline|CRFK (BVD Ag negative) cells|CRFK (BVD Ag negative) cell|CRFK (BVD Ag negative) cell-line
species:ncbi:9606	DFGi96 cell|DFGi96 cellline|DFGi96 cell-line|DFGi96 cell-lines|DFGi96 celllines|DFGi96 cells
species:ncbi:9606	IGF057/95 cell-lines|IGF057/95 cell-line|IGF057/95 cell|IGF057/95 celllines|IGF057/95 cells|IGF057/95 cellline
species:ncbi:9606	FH 98 celllines|FH 98 cells|FH 98 cell|FH 98 cell-lines|FH 98 cell-line|FH 98 cellline
species:ncbi:9606	IGF090/91 cellline|IGF090/91 cell-line|IGF090/91 cell|IGF090/91 cell-lines|IGF090/91 celllines|IGF090/91 cells
species:ncbi:9606	IGF081/81 cells|IGF081/81 cellline|IGF081/81 cell|IGF081/81 cell-line|IGF081/81 cell-lines|IGF081/81 celllines
species:ncbi:9606	IGL005/92 cellline|IGL005/92 cell|IGL005/92 cell-line|IGL005/92 cells|IGL005/92 celllines|IGL005/92 cell-lines
species:ncbi:9606	F-P89 cell-lines|F-P89 cell-line|F-P89 cell|F-P89 celllines|F-P89 cells|F-P89 cellline
species:ncbi:9606	IGF017/76 cell-lines|IGF017/76 cell-line|IGF017/76 cellline|IGF017/76 cell|IGF017/76 celllines|IGF017/76 cells
species:ncbi:9606	CAS-1 cell-lines|CAS-1 cells|CAS-1 celllines|CAS-1 cell-line|CAS-1 cell|CAS-1 cellline
species:ncbi:9606	IGF053/91 cell-lines|IGF053/91 cell|IGF053/91 cell-line|IGF053/91 cells|IGF053/91 cellline|IGF053/91 celllines
species:ncbi:9606	S0095 cell-lines|S0095 cell|S0095 cell-line|S0095 cellline|S0095 celllines|S0095 cells
species:ncbi:9606	MP 4 cell|MP 4 cell-lines|MP 4 cells|MP 4 cellline|MP 4 cell-line|MP 4 celllines
species:ncbi:9606	T-G88 cells|T-G88 cell-lines|T-G88 cell|T-G88 celllines|T-G88 cell-line|T-G88 cellline
species:ncbi:9606	IGF003/79 cell-line|IGF003/79 cellline|IGF003/79 cell|IGF003/79 celllines|IGF003/79 cells|IGF003/79 cell-lines
species:ncbi:9606	IGF019/88 cell-lines|IGF019/88 cell-line|IGF019/88 cellline|IGF019/88 celllines|IGF019/88 cells|IGF019/88 cell
species:ncbi:9606	Z-C93f cell-lines|Z-C93f cell-line|Z-C93f cells|Z-C93f cell|Z-C93f cellline|Z-C93f celllines
species:ncbi:9606	FIB-NC23 cell-lines|FIB-NC23 cell-line|FIB-NC23 cellline|FIB-NC23 cell|FIB-NC23 celllines|FIB-NC23 cells
species:ncbi:9606	FIB-NC24 cells|FIB-NC24 cellline|FIB-NC24 celllines|FIB-NC24 cell-line|FIB-NC24 cell|FIB-NC24 cell-lines
species:ncbi:9606	MD95 cells|MD95 celllines|MD95 cell-line|MD95 cellline|MD95 cell|MD95 cell-lines
species:ncbi:9606	S1088 cells|S1088 celllines|S1088 cell|S1088 cell-line|S1088 cellline|S1088 cell-lines
species:ncbi:9606	M-T95a cells|M-T95a cell-lines|M-T95a celllines|M-T95a cellline|M-T95a cell-line|M-T95a cell
species:ncbi:9606	L1192 cells|L1192 celllines|L1192 cell|L1192 cell-lines|L1192 cell-line|L1192 cellline
species:ncbi:9606	T-P90 cell-lines|T-P90 cell-line|T-P90 cell|T-P90 celllines|T-P90 cells|T-P90 cellline
species:ncbi:9606	IGF003/80 cells|IGF003/80 cell-line|IGF003/80 celllines|IGF003/80 cellline|IGF003/80 cell|IGF003/80 cell-lines
species:ncbi:9606	Z-C93a cell-line|Z-C93a cell-lines|Z-C93a cellline|Z-C93a celllines|Z-C93a cells|Z-C93a cell
species:ncbi:9606	C7PV cell|C7PV cell-lines|C7PV cells|C7PV celllines|C7PV cellline|C7PV cell-line
species:ncbi:9606	IGF019/89 cell-line|IGF019/89 cells|IGF019/89 cell|IGF019/89 cellline|IGF019/89 cell-lines|IGF019/89 celllines
species:ncbi:9606	MD94SLEBV cells|MD94SLEBV celllines|MD94SLEBV cell-line|MD94SLEBV cell|MD94SLEBV cell-lines|MD94SLEBV cellline
species:ncbi:9606	S-117 cells|S-117 cell|S-117 cellline|S-117 celllines|S-117 cell-lines|S-117 cell-line
species:ncbi:9606	MT89 cell-line|MT89 celllines|MT89 cellline|MT89 cells|MT89 cell|MT89 cell-lines
species:ncbi:9606	IGL005/01 cellline|IGL005/01 cell|IGL005/01 cells|IGL005/01 celllines|IGL005/01 cell-lines|IGL005/01 cell-line
species:ncbi:9606	C8166 cell-lines|C8166 cellline|C8166 cell-line|C8166 celllines|C8166 cells|C8166 cell
species:ncbi:10090	L12.2 cellline|L12.2 celllines|L12.2 cell-line|L12.2 cells|L12.2 cell|L12.2 cell-lines
species:ncbi:9606	IGF014/89 cell|IGF014/89 celllines|IGF014/89 cell-line|IGF014/89 cellline|IGF014/89 cells|IGF014/89 cell-lines
species:ncbi:9606	TOU (TOU I-2) cell|TOU (TOU I-2) cell-lines|TOU (TOU I-2) cell-line|TOU (TOU I-2) celllines|TOU (TOU I-2) cellline|TOU (TOU I-2) cells
species:ncbi:9606	DG 2 cellline|DG 2 cells|DG 2 celllines|DG 2 cell-line|DG 2 cell-lines|DG 2 cell
species:ncbi:9606	IGF036/76 cells|IGF036/76 cellline|IGF036/76 cell-lines|IGF036/76 cell|IGF036/76 cell-line|IGF036/76 celllines
species:ncbi:10090	L-1210 cellline|L-1210 cell-lines|L-1210 cell|L-1210 cell-line|L-1210 celllines|L-1210 cells
species:ncbi:9606	FIB-NC26 celllines|FIB-NC26 cell-line|FIB-NC26 cellline|FIB-NC26 cell-lines|FIB-NC26 cells|FIB-NC26 cell
species:ncbi:9606	BL-70 celllines|BL-70 cell-lines|BL-70 cell-line|BL-70 cells|BL-70 cellline|BL-70 cell
species:ncbi:9606	C83 cell-lines|C83 cellline|C83 cells|C83 cell|C83 celllines|C83 cell-line
species:ncbi:9606	DR89P cell|DR89P cellline|DR89P cells|DR89P cell-line|DR89P celllines|DR89P cell-lines
species:ncbi:9606	IGF019/87 cellline|IGF019/87 celllines|IGF019/87 cell|IGF019/87 cell-line|IGF019/87 cell-lines|IGF019/87 cells
species:ncbi:9606	IGF003/77 cells|IGF003/77 cell-lines|IGF003/77 celllines|IGF003/77 cell-line|IGF003/77 cell|IGF003/77 cellline
species:ncbi:9606	IGF001/94 celllines|IGF001/94 cell-line|IGF001/94 cellline|IGF001/94 cells|IGF001/94 cell|IGF001/94 cell-lines
species:ncbi:9606	ZDF95 celllines|ZDF95 cell|ZDF95 cell-line|ZDF95 cell-lines|ZDF95 cellline|ZDF95 cells
species:ncbi:9606	Fer Ray cell-line|Fer Ray celllines|Fer Ray cell|Fer Ray cellline|Fer Ray cell-lines|Fer Ray cells
species:ncbi:9606	IGF036/75 cell-line|IGF036/75 cellline|IGF036/75 cell|IGF036/75 celllines|IGF036/75 cell-lines|IGF036/75 cells
species:ncbi:9606	DG 3 celllines|DG 3 cells|DG 3 cell-lines|DG 3 cell|DG 3 cell-line|DG 3 cellline
species:ncbi:9606	FIB-NC25 cell|FIB-NC25 cell-line|FIB-NC25 celllines|FIB-NC25 cell-lines|FIB-NC25 cellline|FIB-NC25 cells
species:ncbi:9606	IGF003/01 cell-lines|IGF003/01 cellline|IGF003/01 cell-line|IGF003/01 cells|IGF003/01 cell|IGF003/01 celllines
species:ncbi:9606	IGF021/92 cells|IGF021/92 celllines|IGF021/92 cellline|IGF021/92 cell-lines|IGF021/92 cell-line|IGF021/92 cell
species:ncbi:9606	C86M cells|C86M celllines|C86M cell-lines|C86M cell|C86M cell-line|C86M cellline
species:ncbi:9606	COLO 685 cell-lines|COLO 685 celllines|COLO 685 cell|COLO 685 cell-line|COLO 685 cells|COLO 685 cellline
species:ncbi:9606	IGF021/93 cell|IGF021/93 cells|IGF021/93 cell-line|IGF021/93 celllines|IGF021/93 cell-lines|IGF021/93 cellline
species:ncbi:9606	IGF006/79 cells|IGF006/79 cell-lines|IGF006/79 cell-line|IGF006/79 celllines|IGF006/79 cell|IGF006/79 cellline
species:ncbi:9606	IGF077/84 cells|IGF077/84 cell-line|IGF077/84 celllines|IGF077/84 cellline|IGF077/84 cell|IGF077/84 cell-lines
species:ncbi:9685	FER cell|FER cell-lines|FER cells|FER celllines|FER cell-line|FER cellline
species:ncbi:10090	SC-75 celllines|SC-75 cellline|SC-75 cell-line|SC-75 cell-lines|SC-75 cell|SC-75 cells
species:ncbi:9606	IGF057/97 cell-lines|IGF057/97 cells|IGF057/97 cellline|IGF057/97 cell|IGF057/97 celllines|IGF057/97 cell-line
species:ncbi:9606	IGF001/86 cell|IGF001/86 cells|IGF001/86 cell-line|IGF001/86 cell-lines|IGF001/86 celllines|IGF001/86 cellline
species:ncbi:9606	ML-1 cellline|ML-1 cell|ML-1 cell-line|ML-1 celllines|ML-1 cell-lines|ML-1 cells
species:ncbi:9606	IGF038/89 cell-line|IGF038/89 cells|IGF038/89 celllines|IGF038/89 cellline|IGF038/89 cell|IGF038/89 cell-lines
species:ncbi:9606	IGF014/86 cellline|IGF014/86 cell|IGF014/86 cell-line|IGF014/86 cell-lines|IGF014/86 cells|IGF014/86 celllines
species:ncbi:9606	IGF021/94 cell-lines|IGF021/94 celllines|IGF021/94 cells|IGF021/94 cellline|IGF021/94 cell|IGF021/94 cell-line
species:ncbi:9606	EGI-1 cell-lines|EGI-1 cell-line|EGI-1 celllines|EGI-1 cells|EGI-1 cellline|EGI-1 cell
species:ncbi:9606	IGF006/80 cell-lines|IGF006/80 cell|IGF006/80 cell-line|IGF006/80 cellline|IGF006/80 celllines|IGF006/80 cells
species:ncbi:9606	FIB-NC27 celllines|FIB-NC27 cellline|FIB-NC27 cell-lines|FIB-NC27 cells|FIB-NC27 cell-line|FIB-NC27 cell
species:ncbi:9606	IGF041/80 cellline|IGF041/80 cells|IGF041/80 cell-line|IGF041/80 celllines|IGF041/80 cell-lines|IGF041/80 cell
species:ncbi:9606	IGF077/83 cells|IGF077/83 celllines|IGF077/83 cell-line|IGF077/83 cellline|IGF077/83 cell-lines|IGF077/83 cell
species:ncbi:9606	YT cells|YT cell-line|YT cell|YT celllines|YT cellline|YT cell-lines
species:ncbi:9606	IGF001/87 cell|IGF001/87 cell-lines|IGF001/87 cell-line|IGF001/87 cells|IGF001/87 celllines|IGF001/87 cellline
species:ncbi:9606	T-P92I cells|T-P92I cell-lines|T-P92I cell-line|T-P92I celllines|T-P92I cell|T-P92I cellline
species:ncbi:9606	IGF014/87 cellline|IGF014/87 cells|IGF014/87 celllines|IGF014/87 cell-line|IGF014/87 cell-lines|IGF014/87 cell
species:ncbi:9606	COLO 677 cell-line|COLO 677 cellline|COLO 677 cell|COLO 677 cell-lines|COLO 677 celllines|COLO 677 cells
species:ncbi:10090	L-B7 cellline|L-B7 celllines|L-B7 cells|L-B7 cell|L-B7 cell-line|L-B7 cell-lines
species:ncbi:9606	IGF021/95 cell-line|IGF021/95 celllines|IGF021/95 cell|IGF021/95 cells|IGF021/95 cellline|IGF021/95 cell-lines
species:ncbi:9606	IGF006/81 celllines|IGF006/81 cells|IGF006/81 cell|IGF006/81 cell-line|IGF006/81 cell-lines|IGF006/81 cellline
species:ncbi:9606	AJ95 cell-line|AJ95 celllines|AJ95 cellline|AJ95 cells|AJ95 cell-lines|AJ95 cell
species:ncbi:9606	IGF041/78 cell-line|IGF041/78 celllines|IGF041/78 cells|IGF041/78 cellline|IGF041/78 cell|IGF041/78 cell-lines
species:ncbi:9606	MTC SK cells|MTC SK cell|MTC SK cellline|MTC SK cell-lines|MTC SK cell-line|MTC SK celllines
species:ncbi:9606	V1396 cells|V1396 celllines|V1396 cellline|V1396 cell-line|V1396 cell|V1396 cell-lines
species:ncbi:9606	IGF001/90 cells|IGF001/90 cellline|IGF001/90 cell-line|IGF001/90 celllines|IGF001/90 cell|IGF001/90 cell-lines
species:ncbi:10090	SC-1 (F1701 clone 1116A) cells|SC-1 (F1701 clone 1116A) celllines|SC-1 (F1701 clone 1116A) cell|SC-1 (F1701 clone 1116A) cell-lines|SC-1 (F1701 clone 1116A) cell-line|SC-1 (F1701 clone 1116A) cellline
species:ncbi:9685	FeLV 3281 cell-lines|FeLV 3281 cell-line|FeLV 3281 celllines|FeLV 3281 cellline|FeLV 3281 cells|FeLV 3281 cell
species:ncbi:9606	IGF019/90 celllines|IGF019/90 cell|IGF019/90 cells|IGF019/90 cell-lines|IGF019/90 cellline|IGF019/90 cell-line
species:ncbi:9606	IGF014/84 cell-lines|IGF014/84 cellline|IGF014/84 cell-line|IGF014/84 cells|IGF014/84 celllines|IGF014/84 cell
species:ncbi:10116	L6J1 cells|L6J1 cell-line|L6J1 cellline|L6J1 cell-lines|L6J1 cell|L6J1 celllines
species:ncbi:9606	IGF038/91 cell|IGF038/91 cellline|IGF038/91 cells|IGF038/91 cell-line|IGF038/91 celllines|IGF038/91 cell-lines
species:ncbi:9606	IGF003/81 celllines|IGF003/81 cell-lines|IGF003/81 cell-line|IGF003/81 cell|IGF003/81 cells|IGF003/81 cellline
species:ncbi:9606	COLO 679 cell-lines|COLO 679 cells|COLO 679 celllines|COLO 679 cell|COLO 679 cell-line|COLO 679 cellline
species:ncbi:9606	L132 cellline|L132 cell|L132 cell-line|L132 celllines|L132 cells|L132 cell-lines
species:ncbi:9606	IGF021/96 celllines|IGF021/96 cells|IGF021/96 cell-lines|IGF021/96 cell|IGF021/96 cellline|IGF021/96 cell-line
species:ncbi:10090	LB7á2mC25 cell|LB7á2mC25 cells|LB7á2mC25 cell-line|LB7á2mC25 cell-lines|LB7á2mC25 cellline|LB7á2mC25 celllines
species:ncbi:9606	IGF006/82 cells|IGF006/82 cell|IGF006/82 celllines|IGF006/82 cellline|IGF006/82 cell-line|IGF006/82 cell-lines
species:ncbi:9606	IGF011/92 cellline|IGF011/92 cell-line|IGF011/92 cell-lines|IGF011/92 celllines|IGF011/92 cell|IGF011/92 cells
species:ncbi:9606	M-T95f cell-lines|M-T95f cell-line|M-T95f cellline|M-T95f cells|M-T95f celllines|M-T95f cell
species:ncbi:9606	IGF041/77 cell-lines|IGF041/77 cells|IGF041/77 cellline|IGF041/77 celllines|IGF041/77 cell|IGF041/77 cell-line
species:ncbi:9606	IGF001/91 cells|IGF001/91 cell-line|IGF001/91 cell|IGF001/91 celllines|IGF001/91 cellline|IGF001/91 cell-lines
species:ncbi:9606	IGF038/90 cell-lines|IGF038/90 cell-line|IGF038/90 celllines|IGF038/90 cells|IGF038/90 cellline|IGF038/90 cell
species:ncbi:9606	IGF014/85 cell|IGF014/85 cells|IGF014/85 cellline|IGF014/85 cell-lines|IGF014/85 celllines|IGF014/85 cell-line
species:ncbi:9606	COLO 684 cellline|COLO 684 cell|COLO 684 cells|COLO 684 celllines|COLO 684 cell-lines|COLO 684 cell-line
species:ncbi:9606	IGF019/91 celllines|IGF019/91 cell-lines|IGF019/91 cellline|IGF019/91 cell|IGF019/91 cell-line|IGF019/91 cells
species:ncbi:9606	IGF017/78 cellline|IGF017/78 cells|IGF017/78 cell-line|IGF017/78 celllines|IGF017/78 cell-lines|IGF017/78 cell
species:ncbi:9606	M85 cell-lines|M85 celllines|M85 cellline|M85 cell|M85 cell-line|M85 cells
species:ncbi:9606	IGF001/93 cell-lines|IGF001/93 celllines|IGF001/93 cellline|IGF001/93 cell|IGF001/93 cell-line|IGF001/93 cells
species:ncbi:9606	IGF011/93 cellline|IGF011/93 cell-lines|IGF011/93 cell-line|IGF011/93 celllines|IGF011/93 cell|IGF011/93 cells
species:ncbi:9606	IGF041/01 cell|IGF041/01 celllines|IGF041/01 cells|IGF041/01 cellline|IGF041/01 cell-line|IGF041/01 cell-lines
species:ncbi:10090	META-1 cellline|META-1 celllines|META-1 cell|META-1 cell-line|META-1 cells|META-1 cell-lines
species:ncbi:9606	N-B88 cellline|N-B88 celllines|N-B88 cell-line|N-B88 cells|N-B88 cell-lines|N-B88 cell
species:ncbi:9606	IGF053/92 cell-line|IGF053/92 cell|IGF053/92 celllines|IGF053/92 cellline|IGF053/92 cells|IGF053/92 cell-lines
species:ncbi:9606	IGF090/89 celllines|IGF090/89 cell-line|IGF090/89 cellline|IGF090/89 cell-lines|IGF090/89 cell|IGF090/89 cells
species:ncbi:9606	IGF058/82 cells|IGF058/82 cell-lines|IGF058/82 cell|IGF058/82 celllines|IGF058/82 cell-line|IGF058/82 cellline
species:ncbi:9606	IGF009/00 cells|IGF009/00 cell-lines|IGF009/00 cell-line|IGF009/00 cell|IGF009/00 celllines|IGF009/00 cellline
species:ncbi:10116	L6C5 cell-lines|L6C5 cell-line|L6C5 celllines|L6C5 cellline|L6C5 cells|L6C5 cell
species:ncbi:9606	IGF038/93 cell|IGF038/93 cell-line|IGF038/93 cells|IGF038/93 cell-lines|IGF038/93 celllines|IGF038/93 cellline
species:ncbi:9606	CR88P cells|CR88P cell-lines|CR88P cellline|CR88P cell-line|CR88P cell|CR88P celllines
species:ncbi:9606	IGF041/00 celllines|IGF041/00 cell-lines|IGF041/00 cell-line|IGF041/00 cellline|IGF041/00 cells|IGF041/00 cell
species:ncbi:10090	Meta 7 cell-lines|Meta 7 cells|Meta 7 cell-line|Meta 7 cellline|Meta 7 cell|Meta 7 celllines
species:ncbi:9606	IGF011/94 cellline|IGF011/94 cell-lines|IGF011/94 cell-line|IGF011/94 celllines|IGF011/94 cells|IGF011/94 cell
species:ncbi:10090	NB41A3 cells|NB41A3 cell|NB41A3 cellline|NB41A3 celllines|NB41A3 cell-line|NB41A3 cell-lines
species:ncbi:9606	IGF090/87 celllines|IGF090/87 cell|IGF090/87 cells|IGF090/87 cellline|IGF090/87 cell-lines|IGF090/87 cell-line
species:ncbi:9606	B-B88a celllines|B-B88a cell|B-B88a cell-lines|B-B88a cell-line|B-B88a cellline|B-B88a cells
species:ncbi:9606	V1790 celllines|V1790 cell-line|V1790 cell-lines|V1790 cellline|V1790 cell|V1790 cells
species:ncbi:10090	WEHI-164S cell|WEHI-164S celllines|WEHI-164S cell-lines|WEHI-164S cell-line|WEHI-164S cellline|WEHI-164S cells
species:ncbi:9606	M83 celllines|M83 cell-line|M83 cells|M83 cell-lines|M83 cell|M83 cellline
species:ncbi:9606	IGF058/80 cell|IGF058/80 cellline|IGF058/80 celllines|IGF058/80 cell-line|IGF058/80 cell-lines|IGF058/80 cells
species:ncbi:10116	L6H2 cell-line|L6H2 cell-lines|L6H2 celllines|L6H2 cellline|L6H2 cells|L6H2 cell
species:ncbi:9606	IGF038/92 celllines|IGF038/92 cell-lines|IGF038/92 cell|IGF038/92 cells|IGF038/92 cell-line|IGF038/92 cellline
species:ncbi:9606	IGF009/01 cells|IGF009/01 cell-lines|IGF009/01 cell-line|IGF009/01 cell|IGF009/01 cellline|IGF009/01 celllines
species:ncbi:9606	CR96 celllines|CR96 cells|CR96 cell-lines|CR96 cell|CR96 cell-line|CR96 cellline
species:ncbi:9606	IGL005/00 cell-lines|IGL005/00 cell-line|IGL005/00 celllines|IGL005/00 cell|IGL005/00 cellline|IGL005/00 cells
species:ncbi:9606	IGF053/97 cellline|IGF053/97 celllines|IGF053/97 cell|IGF053/97 cell-lines|IGF053/97 cell-line|IGF053/97 cells
species:ncbi:9606	IGF011/96 cellline|IGF011/96 cell-lines|IGF011/96 cell-line|IGF011/96 cell|IGF011/96 celllines|IGF011/96 cells
species:ncbi:9606	MP 12 cell-lines|MP 12 cell|MP 12 cell-line|MP 12 celllines|MP 12 cellline|MP 12 cells
species:ncbi:10090	WEHI-164 cell|WEHI-164 cellline|WEHI-164 celllines|WEHI-164 cell-line|WEHI-164 cells|WEHI-164 cell-lines
species:ncbi:9606	NC 0467.3.1 cells|NC 0467.3.1 celllines|NC 0467.3.1 cell-line|NC 0467.3.1 cell-lines|NC 0467.3.1 cellline|NC 0467.3.1 cell
species:ncbi:10090	Meta 15 cellline|Meta 15 cell|Meta 15 celllines|Meta 15 cell-line|Meta 15 cells|Meta 15 cell-lines
species:ncbi:10090	M8 celllines|M8 cellline|M8 cell-lines|M8 cells|M8 cell|M8 cell-line
species:ncbi:10090	TGP 49 cell-lines|TGP 49 cell-line|TGP 49 cells|TGP 49 cellline|TGP 49 celllines|TGP 49 cell
species:ncbi:9606	IGF090/86 cell|IGF090/86 cell-line|IGF090/86 cellline|IGF090/86 cell-lines|IGF090/86 cells|IGF090/86 celllines
species:ncbi:9606	IGF081/83 celllines|IGF081/83 cell|IGF081/83 cellline|IGF081/83 cells|IGF081/83 cell-lines|IGF081/83 cell-line
species:ncbi:9606	IGF008/98 cell|IGF008/98 cell-line|IGF008/98 celllines|IGF008/98 cell-lines|IGF008/98 cells|IGF008/98 cellline
species:ncbi:9606	IGF058/79 cell-line|IGF058/79 cell-lines|IGF058/79 cellline|IGF058/79 celllines|IGF058/79 cells|IGF058/79 cell
species:ncbi:10090	CAT-13.1E10 cell-lines|CAT-13.1E10 cells|CAT-13.1E10 cell|CAT-13.1E10 cell-line|CAT-13.1E10 cellline|CAT-13.1E10 celllines
species:ncbi:9606	MP 10 cell-line|MP 10 celllines|MP 10 cells|MP 10 cell|MP 10 cell-lines|MP 10 cellline
species:ncbi:9606	IGF053/94 cell-line|IGF053/94 cells|IGF053/94 cellline|IGF053/94 cell-lines|IGF053/94 cell|IGF053/94 celllines
species:ncbi:10090	TGP 52 cellline|TGP 52 celllines|TGP 52 cells|TGP 52 cell-line|TGP 52 cell-lines|TGP 52 cell
species:ncbi:10090	Meta 10 cellline|Meta 10 celllines|Meta 10 cell|Meta 10 cell-line|Meta 10 cell-lines|Meta 10 cells
species:ncbi:9606	IGF006/77 cell-line|IGF006/77 cellline|IGF006/77 cell|IGF006/77 cell-lines|IGF006/77 celllines|IGF006/77 cells
species:ncbi:9606	IGF011/97 cell|IGF011/97 cellline|IGF011/97 cell-line|IGF011/97 cells|IGF011/97 cell-lines|IGF011/97 celllines
species:ncbi:9606	B-B87 cell|B-B87 celllines|B-B87 cells|B-B87 cell-line|B-B87 cellline|B-B87 cell-lines
species:ncbi:9606	IGF008/99 cell|IGF008/99 cellline|IGF008/99 celllines|IGF008/99 cell-line|IGF008/99 cell-lines|IGF008/99 cells
species:ncbi:9606	IGF058/78 cell-lines|IGF058/78 cellline|IGF058/78 cell|IGF058/78 celllines|IGF058/78 cells|IGF058/78 cell-line
species:ncbi:9606	L-68 cell|L-68 celllines|L-68 cell-line|L-68 cellline|L-68 cells|L-68 cell-lines
